"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"sRNA61",744.142533769138,-0.537057288893843,0.194172222018981,0.000418397405618077,0.0443501249955162
"sRNA17",149.267354289238,0.524076411520701,0.239853785923509,0.0019094948904812,0.0890329261146826
"sRNA16",7.44885929463634,-0.202686765898595,0.425753331141589,0.00251979979569856,0.0890329261146826
"sRNA18",119.287650679971,0.482867328105104,0.298441956534987,0.00618556796133188,0.163917550975295
"sRNA70",32.1110719894036,0.436897029283911,0.467719089149892,0.0134140819641476,0.284378537639929
"sRNA43",89.1775661810038,-0.328347833040475,0.241056009257183,0.0178973601518386,0.30514421033807
"sRNA68",2.53401865765421,-0.0731205362899567,0.191079584140965,0.0201510327581744,0.30514421033807
"sRNA3",3012.88693399473,0.233098101103102,0.14931010821044,0.0289423667603866,0.383486359575122
"sRNA78",134.995548941103,-0.229456391336456,0.248965747848149,0.0493698348529317,0.52027564840514
"sRNA19",22.8984551955982,-0.172631666346072,0.262655300958095,0.0533643050141853,0.52027564840514
"sRNA42",90.2907772541232,0.218352602226717,0.214807430023071,0.0568550225022884,0.52027564840514
"sRNA84",331.271654708766,0.205906275809445,0.200255587997669,0.0649638909016265,0.52027564840514
"sRNA58",52.0837922834471,0.181611185697351,0.240094130508089,0.0710177606000157,0.52027564840514
"sRNA34",9.5889654301135,-0.0950837601823307,0.200170900566306,0.072333618727189,0.52027564840514
"sRNA14",22.1775927769782,-0.149696022493171,0.232125235649054,0.0762589104278462,0.52027564840514
"sRNA10",2.0903570738938,-0.0452603907871473,0.176499024111849,0.082118241903684,0.52027564840514
"sRNA87",7.51184473158389,0.0787923389610782,0.190176126701057,0.0834404341781829,0.52027564840514
"sRNA13",182.202892200196,0.150037188662247,0.170771093578564,0.133431708254274,0.728956356186178
"sRNA80",50.847194372249,-0.136036789958342,0.193763966821167,0.136476254305582,0.728956356186178
"sRNA59",27.9208111863874,0.111348445463682,0.197336917059126,0.137538935129468,0.728956356186178
"sRNA90",49.9000808739903,0.118734190581174,0.190510866477862,0.159670144063802,0.801482781240747
"sRNA50",53.0784398499791,-0.117489533068262,0.179238686560208,0.18611538126596,0.801482781240747
"sRNA100",15.1783113026595,0.0824894655645552,0.183107960115548,0.191257964258994,0.801482781240747
"sRNA85",7.54385219660714,0.0565508257510006,0.177039688268855,0.195153721800793,0.801482781240747
"sRNA86",27.8671630076966,-0.0897762617282316,0.181891114604673,0.206025818629344,0.801482781240747
"sRNA8",25.9475472056825,-0.0921255042591878,0.181003365136373,0.21095087105054,0.801482781240747
"sRNA15",136.683274660153,-0.117049521941541,0.157738264347648,0.21134790703899,0.801482781240747
"sRNA49",44.8005977649073,0.100047245958458,0.178036344991778,0.2176211518016,0.801482781240747
"sRNA102",22.8590838400085,0.0828528281738523,0.177615195912065,0.240037817975421,0.801482781240747
"sRNA12",6.54617755266608,0.048104821460146,0.173713720146296,0.250302971249127,0.801482781240747
"sRNA64",0.71370508060342,-0.0172685161653288,0.170195987909115,0.250643990881239,0.801482781240747
"sRNA79",8.11675797945669,0.0467746173325542,0.173336199730891,0.257757238543175,0.801482781240747
"sRNA9",24.1122562145479,-0.0791769264320553,0.17407634055663,0.264345535931753,0.801482781240747
"sRNA92",42.063183557524,-0.0895826485173909,0.170075921763527,0.266509228863652,0.801482781240747
"sRNA7",2.13664738758408,0.0270698009327333,0.170721363441477,0.270756624612687,0.801482781240747
"sRNA101",27.0695242215801,-0.0735807804993009,0.174005818241825,0.27220169928931,0.801482781240747
"sRNA97",29.3378522952641,-0.0721659996478141,0.171858186344116,0.291067718672953,0.831660937081019
"sRNA37",648.822924028173,-0.089274939803847,0.156927040410023,0.304280160519303,0.831660937081019
"sRNA74",30.2658463913699,0.0731051273080785,0.167283427440499,0.322957767182009,0.831660937081019
"sRNA99",1.09603794413936,-0.016218576929062,0.169684905358557,0.323296777768171,0.831660937081019
"sRNA89",231193.48276843,0.0851145830926951,0.156425563377985,0.323771199161236,0.831660937081019
"sRNA48",54.6279140700529,0.075731250380587,0.164269857478093,0.329526031673611,0.831660937081019
"sRNA56",3.03320001222716,-0.0274727155312675,0.169938895211802,0.354933384278151,0.874952063569396
"sRNA107",16.7857125437982,-0.056070562693117,0.168110806079773,0.363941434737021,0.876768001866459
"sRNA25",48.5481205554829,-0.0659468189384121,0.159262290505166,0.392933727429125,0.90204039530423
"sRNA2",99.0629602152298,0.0690145305320495,0.152810802098989,0.404318698650202,0.90204039530423
"sRNA55",12.7101789688744,0.0457695099467822,0.167513172163097,0.406927773465224,0.90204039530423
"sRNA35",3.12953253364256,-0.0237611897278868,0.169268755601897,0.408471122401915,0.90204039530423
"sRNA103",4.75224502047362,0.0298281210670501,0.168778905018143,0.425857018612255,0.905492166549118
"sRNA109",1.39882869907332,0.0162600447262467,0.169229805693298,0.427118946485433,0.905492166549118
"sRNA28",46.9875172717557,-0.0591020587457143,0.155875253791626,0.443508227655958,0.921801414343756
"sRNA26",19.9609573180767,0.0473602936359265,0.162737087380976,0.462774471394743,0.935340077780676
"sRNA5",0.3190307468519,0.00958197859041075,0.169528847286087,0.467670038890338,0.935340077780676
"sRNA105",39.1554054710142,-0.0513665571217355,0.15569958087292,0.488436903888341,0.952494371749652
"sRNA36",2.37026662663723,0.016686020426758,0.16873069547561,0.494218777794631,0.952494371749652
"sRNA91",11.9868097169068,-0.0347774315034697,0.164428988410758,0.515834945163707,0.963646739425844
"sRNA47",98.417643954483,-0.0501569759882711,0.145905059132137,0.53534781337487,0.963646739425844
"sRNA22",16.5778329777023,0.0341204486438264,0.163095399761875,0.545582205232713,0.963646739425844
"sRNA45",9.85386758982347,-0.027401939905955,0.165389569656532,0.553616638332727,0.963646739425844
"sRNA24",30.5781372189086,0.0415242039106083,0.155176660687154,0.562645874973501,0.963646739425844
"sRNA30",1.32621886538807,0.0102522763506887,0.168728176958918,0.585293156387818,0.963646739425844
"sRNA63",11.3385934277545,0.0267594192160053,0.164315698514547,0.585434856373519,0.963646739425844
"sRNA23",0.404215633266443,-0.00608556567268692,0.169114685862044,0.596136472009958,0.963646739425844
"sRNA94",33.7970432591753,-0.0371604979782134,0.153986763462084,0.599208585898583,0.963646739425844
"sRNA98",26.9973354716361,-0.0341968274015153,0.157634995423527,0.600686470791226,0.963646739425844
"sRNA104",17.6912067452191,0.0191664383235684,0.166468076286667,0.610900292141381,0.963646739425844
"sRNA66",3.91977508789835,0.0153395526351389,0.167249949423442,0.629394685397775,0.963646739425844
"sRNA11",23.7672198665394,-0.0308925499203666,0.155571506208405,0.643737333954346,0.963646739425844
"sRNA29",0.185635892152317,-0.00511059513165425,0.169363411602673,0.666377159872364,0.963646739425844
"sRNA33",16.304847532529,-0.0254580575577667,0.159368103758114,0.666430814737951,0.963646739425844
"sRNA65",3.50019941489818,0.0143815380732972,0.16651058818356,0.678437683741193,0.963646739425844
"sRNA95",72.7882037612012,0.0332326047080743,0.142362463719065,0.678634593063606,0.963646739425844
"sRNA38",5.07048266282527,-0.0150010634953574,0.166022551235263,0.681867240516203,0.963646739425844
"sRNA20",39.2402757855773,0.0299373512757364,0.150260862769592,0.683555622321313,0.963646739425844
"sRNA88",26.0338345176231,-0.0262214658462083,0.153841818793453,0.698984904725002,0.963646739425844
"sRNA77",18.07628722021,0.0229281235259089,0.158201583215936,0.70540932522942,0.963646739425844
"sRNA93",90.314980490358,0.0294374097181994,0.139340974825747,0.718402740296024,0.963646739425844
"sRNA108",0.735366935577487,0.00533108956864889,0.168771154951671,0.723046656523372,0.963646739425844
"sRNA81",25.1353769362305,0.0219315260863756,0.156985783518019,0.725914082181556,0.963646739425844
"sRNA110",0.862870075477478,0.00605711824700836,0.168567803206524,0.732550218064132,0.963646739425844
"sRNA73",5.66573693312053,0.0118740839307524,0.165381116957523,0.75606498224483,0.963646739425844
"sRNA106",4.89142557441505,-0.0112444467998552,0.165562638681757,0.75907998845613,0.963646739425844
"sRNA1",27.0579241862448,-0.019426753501718,0.153242593331092,0.770637287116404,0.963646739425844
"sRNA41",1.09073785213362,0.00544109938081772,0.168325734722774,0.782212638659355,0.963646739425844
"sRNA32",5.93595065201447,-0.00953575215618756,0.16505770369158,0.801268512445654,0.963646739425844
"sRNA76",1.22708959948099,0.00462879713998983,0.168324943031605,0.808929105394609,0.963646739425844
"sRNA57",0.548233116656088,-0.00287463572443079,0.16885191916994,0.815215148924205,0.963646739425844
"sRNA60",6.0015604760041,-0.00851405190058445,0.165130643722588,0.82013872517241,0.963646739425844
"sRNA62",37.9349781811825,0.0156901444505736,0.148423208596083,0.829260558770108,0.963646739425844
"sRNA54",3.39667363992634,-0.0061031774574136,0.166710942238404,0.837654013664594,0.963646739425844
"sRNA82",72.6770221962937,-0.014671114416025,0.141271331451051,0.85066142224205,0.963646739425844
"sRNA31",24.97753052745,-0.0119426785972795,0.154255753004353,0.855708275832366,0.963646739425844
"sRNA72",52.2815827278585,0.0118483068179581,0.148383618657093,0.871129544515824,0.963646739425844
"sRNA51",3.60802141695675,-0.00521727402118115,0.166097689706572,0.872686168776092,0.963646739425844
"sRNA71",16.2896971720087,-0.00953885645789668,0.157094718809407,0.87327171898873,0.963646739425844
"sRNA83",6.31155901012806,0.00567570918575761,0.164386291054516,0.887973693939723,0.963646739425844
"sRNA69",12.9771441147933,-0.0070249697247405,0.160174410715925,0.891292765521857,0.963646739425844
"sRNA46",31.3543823716656,0.00882421169460268,0.150436465861472,0.899476311879041,0.963646739425844
"sRNA96",240.264288228559,-0.0102229161440497,0.12935637331364,0.900009690595836,0.963646739425844
"sRNA75",1.54949197929916,-0.0024254765001175,0.168019831118957,0.909110915767939,0.963657570714016
"sRNA21",1.94615794163967,0.00207433608730814,0.167862780616048,0.925153940890231,0.970953640934302
"sRNA6",26.0546111460519,-0.00500389547384031,0.153910640372765,0.937098704171384,0.973847672962419
"sRNA40",0.0863603876157379,-0.000356489024429982,0.169315030884835,0.974221034886215,0.98553920758969
"sRNA4",0.104261970342338,-0.000371198277056475,0.169314952086772,0.974221034886216,0.98553920758969
"sRNA52",0.984747041057994,0.000387188295798141,0.168648169936784,0.976241667895448,0.98553920758969
"sRNA27",35.0186435101177,-0.000898793937105068,0.150059624178175,0.989966515007319,0.989966515007319
"sRNA39",0,NA,NA,NA,NA
"sRNA44",0,NA,NA,NA,NA
"sRNA53",0,NA,NA,NA,NA
"sRNA67",0,NA,NA,NA,NA
